1.790000 16.855042 3.344054 0.931241 -4.230643
1.800000 16.864354 3.301748 0.912616 -4.244031
1.810000 16.873481 3.259307 0.894364 -4.257150
1.820000 16.882424 3.216736 0.876476 -4.270007
1.830000 16.891189 3.174036 0.858947 -4.282607
1.840000 16.899778 3.131210 0.841768 -4.294955
1.850000 16.908196 3.088260 0.824933 -4.307056
1.860000 16.916445 3.045190 0.808434 -4.318914
1.870000 16.924530 3.002001 0.792265 -4.330536
1.880000 16.932452 2.958695 0.776420 -4.341925
1.890000 16.940217 2.915276 0.760892 -4.353087
1.900000 16.947826 2.871745 0.745674 -4.364025
1.910000 16.955282 2.828105 0.730760 -4.374745
1.920000 16.962590 2.784357 0.716145 -4.385250
1.930000 16.969751 2.740505 0.701822 -4.395545
1.940000 16.976770 2.696549 0.687786 -4.405634
1.950000 16.983647 2.652493 0.674030 -4.415521
1.960000 16.990388 2.608338 0.660549 -4.425211
1.970000 16.996993 2.564086 0.647338 -4.434707
1.980000 17.003467 2.519739 0.634392 -4.444012
1.990000 17.009811 2.475299 0.621704 -4.453132
2.000000 17.016028 2.430767 0.609270 -4.462070
2.010000 17.022120 2.386147 0.597084 -4.470828
2.020000 17.028091 2.341438 0.585143 -4.479412
2.030000 17.033943 2.296644 0.573440 -4.487823
2.040000 17.039677 2.251766 0.561971 -4.496067
2.050000 17.045297 2.206805 0.550732 -4.504146
2.060000 17.050804 2.161764 0.539717 -4.512063
2.070000 17.056201 2.116643 0.528923 -4.519821
2.080000 17.061490 2.071445 0.518344 -4.527425
2.090000 17.066674 2.026171 0.507977 -4.534876
2.100000 17.071754 1.980822 0.497818 -4.542179
2.110000 17.076732 1.935400 0.487861 -4.549335
2.120000 17.081610 1.889907 0.478104 -4.556349
2.130000 17.086391 1.844343 0.468542 -4.563222
2.140000 17.091077 1.798711 0.459171 -4.569957
2.150000 17.095669 1.753012 0.449988 -4.576558
2.160000 17.100168 1.707246 0.440988 -4.583027
2.170000 17.104578 1.661416 0.432168 -4.589366
2.180000 17.108900 1.615522 0.423525 -4.595579
2.190000 17.113135 1.569566 0.415054 -4.601667
2.200000 17.117286 1.523550 0.406753 -4.607634
2.210000 17.121353 1.477473 0.398618 -4.613481
2.220000 17.125340 1.431338 0.390646 -4.619212
2.230000 17.129246 1.385146 0.382833 -4.624828
2.240000 17.133074 1.338898 0.375176 -4.630331
2.250000 17.136826 1.292595 0.367673 -4.635724
2.260000 17.140503 1.246237 0.360319 -4.641010
2.270000 17.144106 1.199827 0.353113 -4.646190
2.280000 17.147637 1.153365 0.346051 -4.651266
2.290000 17.151098 1.106853 0.339130 -4.656241
2.300000 17.154489 1.060290 0.332347 -4.661116
2.310000 17.157812 1.013679 0.325700 -4.665893
2.320000 17.161069 0.967020 0.319186 -4.670576
2.330000 17.164261 0.920315 0.312802 -4.675164
2.340000 17.167389 0.873563 0.306546 -4.679661
2.350000 17.170455 0.826766 0.300415 -4.684068
2.360000 17.173459 0.779926 0.294407 -4.688386
2.370000 17.176403 0.733042 0.288519 -4.692619
2.380000 17.179288 0.686116 0.282749 -4.696766
2.390000 17.182116 0.639148 0.277094 -4.700831
2.400000 17.184887 0.592140 0.271552 -4.704814
2.410000 17.187602 0.545091 0.266121 -4.708718
2.420000 17.190263 0.498004 0.260798 -4.712544
2.430000 17.192871 0.450879 0.255582 -4.716293
2.440000 17.195427 0.403716 0.250471 -4.719967
2.450000 17.197932 0.356516 0.245461 -4.723568
2.460000 17.200386 0.309281 0.240552 -4.727096
2.470000 17.202792 0.262010 0.235741 -4.730554
2.480000 17.205149 0.214704 0.231026 -4.733943
2.490000 17.207460 0.167365 0.226406 -4.737264
2.500000 17.209724 0.119992 0.221878 -4.740519
2.510000 17.211942 0.072587 0.217440 -4.743709
2.520000 17.214117 0.025150 0.213091 -4.746834
2.530000 17.216248 -0.022319 0.208829 -4.749898
